level,structure_id,llm_assignments,query_type,cost,energy,latency,qoa,input_cost,input_latency,input_energy,output_cost,output_latency,output_energy,average_output_tokens
1,840,"(0, 0, 0, 1, 5)",history_mmlu,6.48788e-05,125.83138690000001,57.77531409999999,0.8035413920879364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 1, 5)",other_mmlu,8.71623e-05,141.3108244,79.08780240000002,0.9260018527507782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 1, 5)",philosophy_mmlu,4.6116000000000004e-05,84.6745265,39.7096424,0.5704112589359284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 1, 5)",physics_mmlu,7.351266666666666e-05,132.58190100000002,71.75354766666668,0.7023739814758301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 1, 5)",psychology_mmlu,5.35201e-05,97.78495369999999,48.4953669,0.7754844188690185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Art,4.0783e-05,74.6902413,35.329693500000005,0.54802325963974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Geography,3.957200000000001e-05,70.078216,32.290645500000004,0.3860747665166855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",History,3.95936e-05,72.0229875,33.2961497,0.5289334148168564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Music,3.7700199999999995e-05,68.4469965,31.7734003,0.5330732226371765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Other,3.94872e-05,71.02772560000001,33.1944551,0.42601470500230787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Politics,4.16228e-05,75.01909029999999,34.5859106,0.5443079873919487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Science and technology,4.0811e-05,75.29881850000001,35.043889,0.4375487849116325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Sports,4.1364e-05,75.156503,34.7721311,0.4253184050321579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",TV shows,4.1371999999999996e-05,72.47186275,33.1998805,0.6118888482451439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",Video games,4.2052400000000004e-05,74.0952355,35.43104580000001,0.48759637475013734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",biology_mmlu,9.504459999999e-05,157.8959846,77.9759091,0.918631112575531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",business_mmlu,0.00013324219999999,183.4234471,110.6623405,0.9074453413486481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",chemistry_mmlu,0.000161638,239.46664450000003,155.2511115,0.7979749590158463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",computer science_mmlu,0.00011225644444442221,171.2445208888889,91.34223311111111,0.8818729387389289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",health_mmlu,7.525360000000001e-05,134.5319753,65.30470030000001,0.9409424841403962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",history_mmlu,7.19028e-05,128.5117957,59.4752553,0.8486055195331573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",other_mmlu,9.178820000000001e-05,134.0562263,74.18586350000001,0.9664236068725586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",philosophy_mmlu,5.17902e-05,87.01912960000001,41.8880286,0.7623701572418213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",physics_mmlu,0.000130672,169.51642166666667,108.20915733333334,0.5818037390708923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 2, 5)",psychology_mmlu,6.27588e-05,101.00235810000001,52.00174439999999,0.9061981260776519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Art,3.96996e-05,68.9858196,34.9502528,0.47684738859534265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Geography,3.8156000000000005e-05,64.0245075,31.941351,0.40810002386569977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",History,3.75466e-05,65.779505,32.7234173,0.5157574355602265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Music,3.63814e-05,62.9101707,31.434049699999996,0.436454838514328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Other,3.76804e-05,65.01258370000001,32.723165699999996,0.36226648241281506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Politics,4.03296e-05,69.0216519,34.4322528,0.5059831082820893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Science and technology,3.98252e-05,69.5571646,34.520400699999996,0.45172224193811417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Sports,4.11398e-05,70.0323081,34.9858244,0.3874722748994827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",TV shows,3.8964499999999996e-05,65.39852875,32.3011555,0.5307057648897171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",Video games,3.94958e-05,67.1799799,34.1862868,0.5153933674097061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",biology_mmlu,9.2975e-05,146.0259055,76.0202173,0.8935734421014786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",business_mmlu,9.26018e-05,137.0588212,87.3282375,0.8334195196628571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",chemistry_mmlu,0.00013349766666666667,202.87497999999997,113.93262316666666,0.6812998453776041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",computer science_mmlu,8.341133333331111e-05,135.729448,69.68568533333332,0.8514238264825609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",health_mmlu,7.19604e-05,121.82651800000001,62.057082,0.9373838782310486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",history_mmlu,6.99774e-05,117.74109819999998,58.106822799999996,0.8035413682460785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",other_mmlu,0.0001039912,152.3803174,96.85455440000001,0.9316081881523133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",philosophy_mmlu,4.94032e-05,79.0686148,39.7715336,0.6153695166110993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",physics_mmlu,6.6864e-05,110.152543,54.761277,0.6026474833488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 3, 5)",psychology_mmlu,6.734819999997999e-05,105.8019416,56.918456400000004,0.9649968802928924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Art,4.23036e-05,70.28151369999999,34.3247203,0.5224229738116264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Geography,3.9380999999999994e-05,64.841355,31.3221245,0.43933031708002085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",History,4.1248e-05,68.0758934,32.7393527,0.5364295288920402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Music,3.8893599999999996e-05,64.3746938,30.936377799999995,0.49138409495353697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Other,4.07316e-05,66.87946769999999,32.5193289,0.4278787925839424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Politics,4.3003799999999996e-05,70.7778696,34.188514600000005,0.514841178059578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Science and technology,4.37496e-05,72.3240094,35.074161,0.4314560994505882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Sports,4.3003799999999996e-05,70.9981921,34.1865384,0.472357577085495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",TV shows,4.0091e-05,66.42305950000001,31.851793,0.6636501997709274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",Video games,4.27238e-05,69.2656666,34.1423072,0.5112336747348308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",biology_mmlu,9.6134e-05,148.308536,77.047154,0.918631112575531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",business_mmlu,9.983159999999e-05,143.4581852,91.3678031,0.8294422388076782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",chemistry_mmlu,0.00013965066666665,207.61686066666667,124.07455116666667,0.6874534785747528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",computer science_mmlu,8.69553333333111e-05,137.37289322222222,68.44907866666667,0.8514238264825609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",health_mmlu,7.63854e-05,124.2856919,60.3418776,0.836835527420044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",history_mmlu,7.44152e-05,121.13868769999999,57.9310931,0.803541386127472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",other_mmlu,7.82982e-05,117.0812322,65.4198494,0.9260018765926361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",philosophy_mmlu,5.3004400000000004e-05,81.9058416,39.957333,0.6073302328586578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",physics_mmlu,7.1126e-05,113.469006,54.66141866666666,0.6026474833488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 0, 4, 5)",psychology_mmlu,5.87732e-05,92.45299059999999,48.4840758,0.9919894635677338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Art,3.00722e-05,59.2880183,34.370927699999996,0.4354476995766163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Geography,2.7357000000000003e-05,54.0675405,30.9626345,0.416122168302536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",History,2.8589800000000002e-05,56.6785229,32.4358882,0.4677377000451088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Music,2.75256e-05,54.252861900000006,31.044539299999997,0.43879833817481995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Other,2.8574999999999997e-05,55.9491811,32.4058049,0.37876140475273135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Politics,2.96204e-05,58.7030639,33.5892388,0.46411279439926145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Science and technology,2.99152e-05,59.6639675,34.0010535,0.43361336886882784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Sports,3.0070999999999997e-05,59.3192,34.1469515,0.44709557592868804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",TV shows,2.78705e-05,55.31586525,31.50728175,0.4798164889216423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",Video games,2.9812e-05,57.48344000000001,33.3370926,0.38941304460167886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",biology_mmlu,6.89074e-05,125.01206979999999,76.7589067,0.9383719146251679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",business_mmlu,9.101540000000001e-05,138.29324219999998,97.4928247,0.8367581486701965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",chemistry_mmlu,0.00010971266666666666,177.93503833333332,110.3307165,0.7605685939391454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",computer science_mmlu,6.112333333333334e-05,114.77150744444445,67.79970533333332,0.8240610692236159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",health_mmlu,5.17128e-05,101.8907097,58.5058734,0.909670603275299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",history_mmlu,5.0873400000000007e-05,100.19290349999999,56.9504633,0.7349741876125335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",other_mmlu,7.15166e-05,115.74279430000001,72.3944689,0.8801603436470031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",philosophy_mmlu,3.66484e-05,67.6702621,38.8947984,0.5758853375911712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",physics_mmlu,4.8856e-05,93.862251,53.529621,0.6026474833488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,"(0, 0, 0, 5)",psychology_mmlu,4.93402e-05,87.20985809999999,51.710736999999995,0.7759910345077514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Art,4.15041e-05,74.1915015,34.7003973,0.5278058275580406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Geography,3.7636e-05,67.22116199999999,31.172337,0.3947534039616584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",History,3.96462e-05,71.1175631,32.6374343,0.473446599394083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Music,3.78008e-05,67.6446133,31.113437299999998,0.4615553043782711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Other,3.91281e-05,69.7790808,32.261742,0.387974627315998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Politics,4.10105e-05,73.5089352,33.6787968,0.5140381306409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Science and technology,4.12508e-05,74.39007649999999,34.1467628,0.4903682231903076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Sports,4.16889e-05,74.44254550000001,34.3909022,0.4007421836256981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",TV shows,3.8823500000000005e-05,69.54191349999999,31.89672925,0.5936766639351845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",Video games,3.9722500000000005e-05,70.6421409,33.1151555,0.3975255385041237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",biology_mmlu,8.46349e-05,145.5707288,68.0338783,0.9138677299022675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",business_mmlu,6.403119999999e-05,103.65004739999999,60.0555699,0.8178897678852082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",chemistry_mmlu,0.0001274405,201.109154,136.91827133333334,0.6522660950819651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",computer science_mmlu,8.041266666666667e-05,139.778584,66.87961088888889,0.8328201108508639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",health_mmlu,7.304939999999e-05,129.6890302,60.1240187,0.9495497405529022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",history_mmlu,7.070939999998999e-05,126.0123879,57.8113889,0.8176129281520843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",other_mmlu,6.8731e-05,112.1339719,65.1536285,0.8463693350553513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",philosophy_mmlu,4.94435e-05,84.3353769,39.5678855,0.5666836678981781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",physics_mmlu,6.689800000000001e-05,117.33633200000001,54.388612333333334,0.6026474833488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 1, 5)",psychology_mmlu,6.24465e-05,104.23870280000001,53.4382389,0.7754844188690185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Art,4.54228e-05,75.73786140000001,35.507336499999994,0.40115805715322495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Geography,4.0732e-05,68.385204,31.7415295,0.3884262219071388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",History,4.50125e-05,73.8991147,33.950253599999996,0.5252667307853699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Music,3.99673e-05,67.8938256,31.441828699999995,0.4894735798239708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Other,4.3789000000000004e-05,71.79862460000001,33.33039,0.4220099151134491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Politics,4.53383e-05,75.5670466,35.151949200000004,0.5506589129567147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Science and technology,4.5847900000000005e-05,76.6879046,35.4253688,0.49865922927856443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Sports,4.44632e-05,74.92857690000001,34.8717972,0.4069131076335907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",TV shows,4.241475e-05,70.90587825,32.701338,0.5443420261144638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",Video games,4.44218e-05,73.2365145,34.567577899999996,0.3350302577018738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",biology_mmlu,9.635499999999e-05,150.7483874,72.3415722,0.9186311006546021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",business_mmlu,9.433789999999e-05,130.8514936,81.5555557,0.8502389311790466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",chemistry_mmlu,0.00011595149999998334,172.20528316666665,105.27371383333333,0.7486779987812042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",computer science_mmlu,9.573422222221111e-05,149.88886233333335,74.752453,0.8813723193274604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",health_mmlu,8.218159999999999e-05,134.3345967,64.3609308,0.9495497405529022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",history_mmlu,7.979759999999e-05,130.1814335,60.634633099999995,0.8893168538808822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",other_mmlu,8.590409999999999e-05,129.252095,83.00920260000001,0.9208044081926345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",philosophy_mmlu,5.3605000000000006e-05,85.5503464,40.3928113,0.7136843085289002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",physics_mmlu,0.0001958143333333,246.05710833333333,132.51792400000002,0.8055857618649801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 2, 5)",psychology_mmlu,6.34462e-05,101.86570850000001,51.4254102,0.9581893742084503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,840,"(0, 0, 1, 3, 5)",Art,4.3505300000000005e-05,69.6608903,35.182008,0.4363270953297615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
